,Order ID,Order Date,Contact Name,Country,City,Region,Subregion,Customer,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Price,Year,Month
921,EMEA-2021-111164,2021-04-11,Jane Stewart,United Kingdom,London,EMEA,UKIR,Honda Motor,Manufacturing,SMB,Data Smasher,85.14,3,0.0,34.9074,28.38,2021,4
922,EMEA-2021-111164,2021-04-11,Jane Stewart,United Kingdom,London,EMEA,UKIR,Honda Motor,Manufacturing,SMB,Site Analytics,21.99,1,0.0,10.5552,21.99,2021,4
923,EMEA-2021-111164,2021-04-11,Jane Stewart,United Kingdom,London,EMEA,UKIR,Honda Motor,Manufacturing,SMB,OneView,406.6,5,0.0,113.848,81.32000000000001,2021,4
924,EMEA-2022-149797,2022-09-16,Diana Taylor,United Kingdom,London,EMEA,UKIR,Kroger,Retail,Strategic,ContactMatcher,841.568,2,0.2,294.5488,525.9799999999999,2022,9
925,EMEA-2020-132962,2020-09-13,Liam Murray,France,Paris,EMEA,EU-WEST,American Express,Finance,SMB,Support,15.552,3,0.2,5.4432,6.4799999999999995,2020,9
926,EMEA-2020-132962,2020-09-13,Liam Murray,France,Paris,EMEA,EU-WEST,American Express,Finance,SMB,Data Smasher,252.0,5,0.2,53.55,63.0,2020,9
927,EMEA-2021-115091,2021-10-05,Jonathan Lawrence,Spain,Madrid,EMEA,EU-WEST,Volkswagen,Manufacturing,Enterprise,ChatBot Plugin,46.2,4,0.0,12.936,11.55,2021,10
928,EMEA-2021-115091,2021-10-05,Jonathan Lawrence,Spain,Madrid,EMEA,EU-WEST,Volkswagen,Manufacturing,Enterprise,OneView,28.84,2,0.0,9.5172,14.42,2021,10
929,AMER-2023-144932,2023-04-15,Ella Henderson,Mexico,Cancun,AMER,LATAM,Intel,Tech,SMB,ChatBot Plugin,14.592,3,0.2,2.5536,6.079999999999999,2023,4
930,AMER-2023-144932,2023-04-15,Ella Henderson,Mexico,Cancun,AMER,LATAM,Intel,Tech,SMB,ChatBot Plugin,89.856,3,0.2,21.3408,37.44,2023,4
931,AMER-2023-144932,2023-04-15,Ella Henderson,Mexico,Cancun,AMER,LATAM,Intel,Tech,SMB,Support,13.872,3,0.2,5.0286,5.78,2023,4
932,EMEA-2023-114216,2023-09-03,Molly Scott,France,Paris,EMEA,EU-WEST,American Express,Finance,SMB,Support,12.192,3,0.2,4.1148,5.08,2023,9
933,EMEA-2022-140081,2022-06-21,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,Manufacturing,Enterprise,Support,45.056,8,0.2,15.2064,7.039999999999999,2022,6
934,EMEA-2022-140081,2022-06-21,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,Manufacturing,Enterprise,ContactMatcher,29.718,6,0.7,-21.7932,16.509999999999998,2022,6
935,EMEA-2022-140081,2022-06-21,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,Manufacturing,Enterprise,Support,15.552,3,0.2,5.4432,6.4799999999999995,2022,6
936,EMEA-2022-140081,2022-06-21,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,Manufacturing,Enterprise,OneView,447.696,2,0.2,33.5772,279.81,2022,6
937,APJ-2023-111745,2023-11-06,Dylan Dickens,New Zealand,Auckland,APJ,ANZ,Siemens,Manufacturing,Strategic,Data Smasher,159.99,1,0.0,54.3966,159.99,2023,11
938,AMER-2021-148250,2021-12-13,Justin Scott,United States,Columbus,AMER,NAMER,Nestle,Consumer Products,Strategic,Support,12.96,2,0.0,6.2208,6.48,2021,12
939,AMER-2021-148250,2021-12-13,Justin Scott,United States,Columbus,AMER,NAMER,Nestle,Consumer Products,Strategic,OneView,134.48,4,0.0,34.9648,33.62,2021,12
940,AMER-2022-105760,2022-06-20,Max Ross,United States,Los Angeles,AMER,NAMER,Goldman Sachs Group,Finance,Strategic,Support,17.12,2,0.0,8.0464,8.56,2022,6
941,AMER-2022-142958,2022-12-14,Connor McDonald,United States,Springfield,AMER,NAMER,Chevron,Energy,Strategic,ContactMatcher,6.096,2,0.2,2.2098,3.81,2022,12
942,AMER-2022-142958,2022-12-14,Connor McDonald,United States,Springfield,AMER,NAMER,Chevron,Energy,Strategic,ContactMatcher,1114.272,4,0.2,41.7852,348.21,2022,12
943,AMER-2021-120880,2021-05-29,Kevin Morrison,Canada,Toronto,AMER,NAMER,AmerisourceBergen,Healthcare,SMB,Support,32.4,5,0.0,15.552,6.4799999999999995,2021,5
944,AMER-2021-120880,2021-05-29,Kevin Morrison,Canada,Toronto,AMER,NAMER,AmerisourceBergen,Healthcare,SMB,Marketing Suite - Gold,540.57,3,0.0,140.5482,180.19000000000003,2021,5
945,AMER-2021-120880,2021-05-29,Kevin Morrison,Canada,Toronto,AMER,NAMER,AmerisourceBergen,Healthcare,SMB,ContactMatcher,167.76,5,0.2,62.91,41.94,2021,5
946,AMER-2021-140200,2021-07-26,Justin Anderson,Chile,Antofagasta,AMER,LATAM,CVS Health,Retail,SMB,ContactMatcher,393.165,3,0.5,-204.4458,262.11,2021,7
947,EMEA-2023-110576,2023-11-29,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,Retail,Enterprise,SaaS Connector Pack,516.488,7,0.2,-12.9122,92.23,2023,11
948,EMEA-2023-110576,2023-11-29,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,Retail,Enterprise,SaaS Connector Pack,1007.232,6,0.2,75.5424,209.84,2023,11
949,EMEA-2023-110576,2023-11-29,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,Retail,Enterprise,ContactMatcher,2065.32,12,0.4,-619.596,286.85,2023,11
950,EMEA-2023-110576,2023-11-29,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,Retail,Enterprise,Support,15.552,3,0.2,5.4432,6.4799999999999995,2023,11
951,EMEA-2023-110576,2023-11-29,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,Retail,Enterprise,Support,25.344,6,0.2,7.92,5.28,2023,11
952,EMEA-2023-131156,2023-04-04,Faith Gray,France,Paris,EMEA,EU-WEST,Costco Wholesale,Retail,SMB,SaaS Connector Pack,25.472,4,0.2,7.6416,7.96,2023,4
953,APJ-2023-136539,2023-12-29,Gavin White,Japan,Sapporo,APJ,JAPN,Mondelez International,Consumer Products,SMB,ChatBot Plugin,27.168,2,0.2,2.7168,16.979999999999997,2023,12
954,APJ-2023-136539,2023-12-29,Gavin White,Japan,Sapporo,APJ,JAPN,Mondelez International,Consumer Products,SMB,Marketing Suite,78.8528,2,0.32,-11.596,57.980000000000004,2023,12
955,EMEA-2023-119305,2023-12-01,Luke Davidson,Ukraine,Kyiv,EMEA,EU-EAST,Ford Motor,Manufacturing,SMB,Marketing Suite - Gold,173.8,5,0.0,43.45,34.760000000000005,2023,12
956,AMER-2023-102414,2023-05-16,Jonathan Ball,Chile,Santiago,AMER,LATAM,AmerisourceBergen,Healthcare,SMB,Site Analytics,29.592,1,0.2,2.5893,36.989999999999995,2023,5
957,AMER-2023-102414,2023-05-16,Jonathan Ball,Chile,Santiago,AMER,LATAM,AmerisourceBergen,Healthcare,SMB,ContactMatcher,4.752,2,0.7,-3.168,7.919999999999998,2023,5
958,AMER-2023-102414,2023-05-16,Jonathan Ball,Chile,Santiago,AMER,LATAM,AmerisourceBergen,Healthcare,SMB,Support,15.552,3,0.2,5.6376,6.4799999999999995,2023,5
959,AMER-2021-112571,2021-09-22,Benjamin Berry,United States,Richmond,AMER,NAMER,State Farm Insurance Cos.,Finance,SMB,SaaS Connector Pack,204.6,2,0.0,53.196,102.3,2021,9
960,AMER-2023-152142,2023-11-15,Evan Ross,United States,Los Angeles,AMER,NAMER,Sysco,Consumer Products,Strategic,FinanceHub,321.568,2,0.2,28.1372,200.98,2023,11
961,EMEA-2021-160059,2021-11-27,Luke McDonald,United Arab Emirates,Abu Dhabi,EMEA,MEA,Panasonic,Tech,Enterprise,ContactMatcher,6.24,2,0.0,3.0576,3.12,2021,11
962,AMER-2022-120859,2022-09-02,Luke Mills,United States,Los Angeles,AMER,NAMER,Prudential Financial,Finance,Strategic,SaaS Connector Pack - Gold,21.88,2,0.0,10.94,10.94,2022,9
963,EMEA-2020-127488,2020-09-22,Leonard Springer,Germany,Leipzig,EMEA,EU-WEST,Tyson Foods,Consumer Products,SMB,FinanceHub,4.608,2,0.2,1.6704,2.8799999999999994,2020,9
964,EMEA-2023-135279,2023-04-10,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,Tech,Enterprise,FinanceHub,9.82,2,0.0,4.8118,4.91,2023,4
965,EMEA-2023-135279,2023-04-10,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,Tech,Enterprise,ChatBot Plugin,35.97,3,0.0,9.7119,11.99,2023,4
966,EMEA-2023-135279,2023-04-10,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,Tech,Enterprise,Support,12.96,2,0.0,6.2208,6.48,2023,4
967,EMEA-2023-135279,2023-04-10,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,Tech,Enterprise,Support,191.6,4,0.0,91.968,47.9,2023,4
968,EMEA-2023-135279,2023-04-10,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,Tech,Enterprise,FinanceHub,8.64,3,0.0,4.2336,2.8800000000000003,2023,4
969,EMEA-2023-135279,2023-04-10,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,Tech,Enterprise,Marketing Suite - Gold,501.81,3,0.0,0.0,167.27,2023,4
970,EMEA-2020-115791,2020-01-17,Molly Rees,France,Paris,EMEA,EU-WEST,Goldman Sachs Group,Finance,SMB,SaaS Connector Pack,127.104,6,0.2,28.5984,26.48,2020,1
971,EMEA-2020-115791,2020-01-17,Molly Rees,France,Paris,EMEA,EU-WEST,Goldman Sachs Group,Finance,SMB,Site Analytics,124.2,3,0.4,-31.05,69.0,2020,1
972,EMEA-2020-115791,2020-01-17,Molly Rees,France,Paris,EMEA,EU-WEST,Goldman Sachs Group,Finance,SMB,ContactMatcher,18.588,2,0.7,-13.6312,30.979999999999997,2020,1
973,EMEA-2020-115791,2020-01-17,Molly Rees,France,Paris,EMEA,EU-WEST,Goldman Sachs Group,Finance,SMB,FinanceHub,30.072,3,0.2,10.1493,12.53,2020,1
974,EMEA-2023-103247,2023-10-06,Liam Churchill,United Kingdom,London,EMEA,UKIR,CVS Health,Retail,Enterprise,Site Analytics,160.93,7,0.0,3.2186,22.990000000000002,2023,10
975,EMEA-2023-103247,2023-10-06,Liam Churchill,United Kingdom,London,EMEA,UKIR,CVS Health,Retail,Enterprise,ContactMatcher,75.792,3,0.2,25.5798,31.58,2023,10
976,EMEA-2023-100209,2023-07-10,Sally Wallace,Belgium,Brussels,EMEA,EU-WEST,Tyson Foods,Consumer Products,SMB,ContactMatcher,1.08,2,0.7,-0.792,1.7999999999999998,2023,7
977,AMER-2023-159366,2023-01-08,Ian Butler,Brazil,São Paulo,AMER,LATAM,China National Petroleum,Energy,Strategic,Big Ol Database,3059.982,2,0.1,679.996,1699.99,2023,1
978,EMEA-2022-145499,2022-05-31,Leonard Cameron,Sweden,Stockholm,EMEA,NOR,Aviva,Finance,SMB,ContactMatcher,3.282,2,0.7,-2.6256,5.469999999999999,2022,5
979,APJ-2021-157035,2021-12-09,Maria Dyer,India,Mumbai,APJ,IND,Nissan Motor,Transportation,Strategic,Support,34.02,3,0.0,16.6698,11.340000000000002,2021,12
980,EMEA-2022-144939,2022-10-04,Jonathan Ferguson,United Kingdom,London,EMEA,UKIR,McKesson,Consumer Products,SMB,FinanceHub,599.292,6,0.1,93.2232,110.98,2022,10
981,EMEA-2020-163419,2020-11-11,Lisa Edmunds,Russia,Moscow,EMEA,EU-EAST,Tesco,Retail,SMB,ChatBot Plugin,3.392,1,0.2,0.8056,4.239999999999999,2020,11
982,EMEA-2020-163419,2020-11-11,Lisa Edmunds,Russia,Moscow,EMEA,EU-EAST,Tesco,Retail,SMB,Site Analytics,559.984,2,0.2,55.9984,349.99,2020,11
983,EMEA-2020-163419,2020-11-11,Lisa Edmunds,Russia,Moscow,EMEA,EU-EAST,Tesco,Retail,SMB,FinanceHub,603.92,5,0.2,75.49,150.97999999999996,2020,11
984,APJ-2023-100314,2023-09-30,Maria Edmunds,Japan,Tokyo,APJ,JAPN,Caterpillar,Manufacturing,Enterprise,FinanceHub,7.968,2,0.2,2.5896,4.9799999999999995,2023,9
985,APJ-2023-100314,2023-09-30,Maria Edmunds,Japan,Tokyo,APJ,JAPN,Caterpillar,Manufacturing,Enterprise,SaaS Connector Pack - Gold,27.968,4,0.2,9.4392,8.74,2023,9
986,APJ-2023-100314,2023-09-30,Maria Edmunds,Japan,Tokyo,APJ,JAPN,Caterpillar,Manufacturing,Enterprise,Big Ol Database,336.51,3,0.4,44.868,186.95000000000002,2023,9
987,APJ-2021-146829,2021-03-10,Sonia Parsons,Japan,Tokyo,APJ,JAPN,Pemex,Energy,SMB,ContactMatcher,1.112,2,0.8,-1.8904,2.7800000000000007,2021,3
988,EMEA-2023-167899,2023-05-22,Alexander James,United Kingdom,Cardiff,EMEA,UKIR,Daimler,Transportation,Strategic,SaaS Connector Pack,520.05,5,0.0,72.807,104.00999999999999,2023,5
989,EMEA-2023-167899,2023-05-22,Alexander James,United Kingdom,Cardiff,EMEA,UKIR,Daimler,Transportation,Strategic,ChatBot Plugin,17.97,3,0.0,5.2113,5.989999999999999,2023,5
990,EMEA-2021-153549,2021-03-29,Thomas Gibson,Germany,Berlin,EMEA,EU-WEST,Ford Motor,Manufacturing,Enterprise,FinanceHub,1166.92,5,0.2,131.2785,291.73,2021,3
991,EMEA-2022-110023,2022-09-10,Anthony Clark,United Kingdom,London,EMEA,UKIR,Honda Motor,Manufacturing,SMB,ContactMatcher,14.624,2,0.2,5.484,9.14,2022,9
992,AMER-2022-105585,2022-08-27,Michael King,United States,Chicago,AMER,NAMER,FedEx,Transportation,SMB,Storage,10.23,3,0.0,4.9104,3.41,2022,8
993,AMER-2022-105585,2022-08-27,Michael King,United States,Chicago,AMER,NAMER,FedEx,Transportation,SMB,Support,154.9,5,0.0,69.705,30.98,2022,8
994,EMEA-2020-117639,2020-05-21,Megan Smith,Spain,Seville,EMEA,EU-WEST,Walt Disney,Communications,Strategic,ContactMatcher,2715.93,7,0.0,1276.4871,387.98999999999995,2020,5
995,EMEA-2020-117639,2020-05-21,Megan Smith,Spain,Seville,EMEA,EU-WEST,Walt Disney,Communications,Strategic,Site Analytics,617.97,3,0.0,173.0316,205.99,2020,5
996,EMEA-2021-162537,2021-10-28,Emily Ogden,Ireland,Dublin,EMEA,UKIR,Cigna,Healthcare,SMB,SaaS Connector Pack - Gold,10.67,1,0.0,4.9082,10.67,2021,10
997,EMEA-2021-162537,2021-10-28,Emily Ogden,Ireland,Dublin,EMEA,UKIR,Cigna,Healthcare,SMB,Marketing Suite - Gold,36.63,3,0.0,9.8901,12.21,2021,10
998,EMEA-2021-162537,2021-10-28,Emily Ogden,Ireland,Dublin,EMEA,UKIR,Cigna,Healthcare,SMB,SaaS Connector Pack,24.1,5,0.0,9.158,4.82,2021,10
999,EMEA-2021-162537,2021-10-28,Emily Ogden,Ireland,Dublin,EMEA,UKIR,Cigna,Healthcare,SMB,SaaS Connector Pack,33.11,7,0.0,12.9129,4.7299999999999995,2021,10
1000,AMER-2022-155488,2022-11-14,Una Hudson,Canada,Ottawa,AMER,NAMER,AT&T,Communications,Enterprise,ChatBot Plugin,44.02,2,0.0,11.4452,22.01,2022,11
1001,EMEA-2021-124891,2021-07-31,Sean Taylor,United Kingdom,London,EMEA,UKIR,Engie,Energy,SMB,Data Smasher,2309.65,7,0.0,762.1845,329.95,2021,7
1002,EMEA-2021-124891,2021-07-31,Sean Taylor,United Kingdom,London,EMEA,UKIR,Engie,Energy,SMB,ContactMatcher,1090.782,7,0.4,-290.8752,259.71,2021,7
1003,EMEA-2021-124891,2021-07-31,Sean Taylor,United Kingdom,London,EMEA,UKIR,Engie,Energy,SMB,Support,19.44,3,0.0,9.3312,6.48,2021,7
1004,AMER-2021-126445,2021-08-27,Stewart Baker,United States,Huntsville,AMER,NAMER,Carrefour,Retail,SMB,Marketing Suite - Gold,484.65,3,0.0,92.0835,161.54999999999998,2021,8
1005,EMEA-2021-111199,2021-11-13,Joanne Walsh,Sweden,Stockholm,EMEA,NOR,Lowes,Retail,SMB,Support,115.296,3,0.2,40.3536,48.04,2021,11
1006,AMER-2021-105312,2021-11-06,Jan Hardacre,Chile,Puente Alto,AMER,LATAM,News Corp.,Misc,SMB,SaaS Connector Pack - Gold,7.08,3,0.2,2.478,2.9499999999999997,2021,11
1007,AMER-2021-105312,2021-11-06,Jan Hardacre,Chile,Puente Alto,AMER,LATAM,News Corp.,Misc,SMB,ContactMatcher,4.401,3,0.7,-3.5208,4.889999999999999,2021,11
1008,EMEA-2023-106705,2023-12-27,Peter McLean,Netherlands,Amsterdam,EMEA,EU-WEST,Pfizer,Healthcare,SMB,Support,44.75,5,0.0,20.585,8.95,2023,12
1009,APJ-2023-135034,2023-08-02,Grace Hodges,Australia,Sydney,APJ,ANZ,Home Depot,Retail,SMB,Site Analytics,95.984,2,0.2,5.999,59.989999999999995,2023,8
1010,AMER-2020-158540,2020-11-24,Dominic Lawrence,United States,Seattle,AMER,NAMER,ConocoPhillips,Energy,SMB,SaaS Connector Pack,151.72,4,0.0,27.3096,37.93,2020,11
1011,AMER-2023-118437,2023-06-18,Sally Berry,Canada,Calgary,AMER,NAMER,Tesco,Retail,SMB,SaaS Connector Pack,155.25,3,0.0,46.575,51.75,2023,6
1012,AMER-2023-118437,2023-06-18,Sally Berry,Canada,Calgary,AMER,NAMER,Tesco,Retail,SMB,Marketing Suite - Gold,14.03,1,0.0,4.0687,14.03,2023,6
1013,AMER-2021-126214,2021-12-21,Emily Ross,Canada,Toronto,AMER,NAMER,American Express,Finance,SMB,ContactMatcher,1618.37,13,0.0,356.0414,124.49,2021,12
1014,AMER-2021-126214,2021-12-21,Emily Ross,Canada,Toronto,AMER,NAMER,American Express,Finance,SMB,Data Smasher,99.6,1,0.0,36.852,99.6,2021,12
1015,AMER-2021-133025,2021-09-17,Joshua Lyman,United States,New York City,AMER,NAMER,Fannie Mae,Finance,Enterprise,Support,32.4,5,0.0,15.552,6.4799999999999995,2021,9
1016,EMEA-2021-108665,2021-07-06,Alexandra May,United Kingdom,London,EMEA,UKIR,Walgreens,Retail,Strategic,SaaS Connector Pack,13.96,2,0.0,6.7008,6.98,2021,7
1017,EMEA-2021-108665,2021-07-06,Alexandra May,United Kingdom,London,EMEA,UKIR,Walgreens,Retail,Strategic,SaaS Connector Pack,155.82,3,0.0,63.8862,51.94,2021,7
1018,EMEA-2021-108665,2021-07-06,Alexandra May,United Kingdom,London,EMEA,UKIR,Walgreens,Retail,Strategic,Site Analytics,124.95,5,0.0,2.499,24.990000000000002,2021,7
1019,EMEA-2021-108665,2021-07-06,Alexandra May,United Kingdom,London,EMEA,UKIR,Walgreens,Retail,Strategic,Marketing Suite - Gold,601.65,5,0.0,156.429,120.33,2021,7
1020,EMEA-2021-124450,2021-04-27,Michelle Langdon,Austria,Vienna,EMEA,EU-WEST,Lukoil,Energy,SMB,ChatBot Plugin,22.74,3,0.0,8.8686,7.579999999999999,2021,4
1021,EMEA-2021-124450,2021-04-27,Michelle Langdon,Austria,Vienna,EMEA,EU-WEST,Lukoil,Energy,SMB,FinanceHub,1267.53,3,0.0,316.8825,422.51,2021,4
1022,EMEA-2021-124450,2021-04-27,Michelle Langdon,Austria,Vienna,EMEA,EU-WEST,Lukoil,Energy,SMB,Big Ol Database,1379.92,8,0.0,648.5624,172.49,2021,4
1023,EMEA-2021-167269,2021-06-16,Lily North,France,Paris,EMEA,EU-WEST,American Express,Finance,SMB,SaaS Connector Pack - Gold,6.208,2,0.2,2.1728,3.88,2021,6
1024,AMER-2023-106964,2023-12-18,Boris Baker,United States,New York City,AMER,NAMER,Phillips 66,Energy,Enterprise,ContactMatcher,11.808,2,0.2,4.2804,7.38,2023,12
1025,AMER-2022-126529,2022-01-11,Audrey Bower,Mexico,Toluca,AMER,LATAM,Alphabet,Tech,Enterprise,Support,15.552,3,0.2,5.4432,6.4799999999999995,2022,1
1026,AMER-2022-126529,2022-01-11,Audrey Bower,Mexico,Toluca,AMER,LATAM,Alphabet,Tech,Enterprise,Support,63.312,3,0.2,20.5764,26.379999999999995,2022,1
1027,AMER-2022-126529,2022-01-11,Audrey Bower,Mexico,Toluca,AMER,LATAM,Alphabet,Tech,Enterprise,Site Analytics,15.588,2,0.4,-9.8724,12.99,2022,1
1028,AMER-2020-163552,2020-07-11,Richard Davidson,Argentina,Mendoza,AMER,LATAM,Intel,Tech,Strategic,Support,177.2,5,0.0,83.284,35.44,2020,7
1029,AMER-2020-163552,2020-07-11,Richard Davidson,Argentina,Mendoza,AMER,LATAM,Intel,Tech,Strategic,Site Analytics,197.97,3,0.0,57.4113,65.99,2020,7
1030,AMER-2020-163552,2020-07-11,Richard Davidson,Argentina,Mendoza,AMER,LATAM,Intel,Tech,Strategic,FinanceHub,854.94,3,0.0,213.735,284.98,2020,7
1031,AMER-2020-163552,2020-07-11,Richard Davidson,Argentina,Mendoza,AMER,LATAM,Intel,Tech,Strategic,SaaS Connector Pack,124.11,9,0.0,52.1262,13.79,2020,7
1032,AMER-2020-163552,2020-07-11,Richard Davidson,Argentina,Mendoza,AMER,LATAM,Intel,Tech,Strategic,FinanceHub,14.4,5,0.0,7.056,2.88,2020,7
1033,AMER-2022-109820,2022-11-21,Owen Hill,Mexico,Guadalajara,AMER,LATAM,Walgreens,Retail,SMB,Support,15.696,3,0.2,5.1012,6.539999999999999,2022,11
1034,AMER-2022-109820,2022-11-21,Owen Hill,Mexico,Guadalajara,AMER,LATAM,Walgreens,Retail,SMB,ContactMatcher,2.628,2,0.7,-1.9272,4.38,2022,11
1035,AMER-2022-109820,2022-11-21,Owen Hill,Mexico,Guadalajara,AMER,LATAM,Walgreens,Retail,SMB,ContactMatcher,14.427,3,0.7,-10.5798,16.029999999999998,2022,11
1036,EMEA-2022-113061,2022-04-23,Dan Davidson,Poland,Warsaw,EMEA,EU-WEST,PepsiCo,Consumer Products,Enterprise,SaaS Connector Pack,86.62,2,0.0,8.662,43.31,2022,4
1037,AMER-2021-127418,2021-06-13,Victoria Henderson,United States,New York City,AMER,NAMER,Costco Wholesale,Retail,SMB,ContactMatcher,36.624,3,0.2,13.734,15.26,2021,6
1038,EMEA-2023-121818,2023-11-21,Theresa Paige,Sweden,Gothenburg,EMEA,NOR,Panasonic,Tech,SMB,ChatBot Plugin,23.968,7,0.2,2.6964,4.279999999999999,2023,11
1039,EMEA-2023-121818,2023-11-21,Theresa Paige,Sweden,Gothenburg,EMEA,NOR,Panasonic,Tech,SMB,ChatBot Plugin,28.728,3,0.2,1.7955,11.969999999999999,2023,11
1040,EMEA-2022-127670,2022-03-21,Isaac Paterson,Poland,Krakow,EMEA,EU-WEST,Phillips 66,Energy,Enterprise,ContactMatcher,697.16,4,0.0,146.4036,174.29,2022,3
1041,EMEA-2022-102981,2022-09-07,Max McGrath,United Kingdom,London,EMEA,UKIR,Mitsubishi,Manufacturing,SMB,Data Smasher,31.86,2,0.0,11.151,15.93,2022,9
1042,EMEA-2022-102981,2022-09-07,Max McGrath,United Kingdom,London,EMEA,UKIR,Mitsubishi,Manufacturing,SMB,Marketing Suite,722.352,3,0.2,90.294,300.97999999999996,2022,9
1043,APJ-2023-115651,2023-07-10,Chloe May,Australia,Sydney,APJ,ANZ,Chevron,Energy,Strategic,ChatBot Plugin,8.84,5,0.2,2.9835,2.21,2023,7
1044,APJ-2023-115651,2023-07-10,Chloe May,Australia,Sydney,APJ,ANZ,Chevron,Energy,Strategic,OneView,58.464,9,0.8,-146.16,32.480000000000004,2023,7
1045,APJ-2023-152702,2023-10-13,Jasmine Metcalfe,Australia,Melbourne,APJ,ANZ,Banco Santander,Finance,Enterprise,FinanceHub,254.604,14,0.3,-18.186,25.98,2023,10
1046,EMEA-2022-169103,2022-03-09,Pippa Brown,Germany,Hamburg,EMEA,EU-WEST,Volkswagen,Manufacturing,SMB,Site Analytics,1363.96,5,0.2,85.2475,340.99,2022,3
1047,EMEA-2022-169103,2022-03-09,Pippa Brown,Germany,Hamburg,EMEA,EU-WEST,Volkswagen,Manufacturing,SMB,SaaS Connector Pack,102.36,3,0.2,-3.8385,42.65,2022,3
1048,AMER-2020-139192,2020-05-27,Rose Scott,United States,Los Angeles,AMER,NAMER,CVS Health,Retail,SMB,Site Analytics,1113.504,12,0.2,125.2692,115.99,2020,5
1049,AMER-2020-139192,2020-05-27,Rose Scott,United States,Los Angeles,AMER,NAMER,CVS Health,Retail,SMB,Data Smasher,99.99,1,0.0,37.9962,99.99,2020,5
1050,EMEA-2021-153500,2021-07-03,Thomas Ross,France,Paris,EMEA,EU-WEST,McKesson,Consumer Products,Strategic,SaaS Connector Pack,168.464,2,0.2,-29.4812,105.28999999999999,2021,7
1051,EMEA-2021-153500,2021-07-03,Thomas Ross,France,Paris,EMEA,EU-WEST,McKesson,Consumer Products,Strategic,Support,6.72,2,0.2,2.436,4.199999999999999,2021,7
1052,EMEA-2021-153500,2021-07-03,Thomas Ross,France,Paris,EMEA,EU-WEST,McKesson,Consumer Products,Strategic,SaaS Connector Pack,282.888,9,0.2,56.5776,39.28999999999999,2021,7
1053,EMEA-2021-110667,2021-04-04,David Murray,United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Enterprise,ChatBot Plugin,11.16,2,0.0,4.3524,5.58,2021,4
1054,EMEA-2021-110667,2021-04-04,David Murray,United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Enterprise,SaaS Connector Pack,108.4,2,0.0,22.764,54.2,2021,4
1055,EMEA-2021-110667,2021-04-04,David Murray,United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Enterprise,ContactMatcher,82.344,3,0.2,27.7911,34.309999999999995,2021,4
1056,EMEA-2021-110667,2021-04-04,David Murray,United Kingdom,London,EMEA,UKIR,Samsung Electronics,Tech,Enterprise,ContactMatcher,9.088,4,0.2,3.2944,2.8399999999999994,2021,4
1057,AMER-2023-167150,2023-12-11,Trevor Clark,United States,Seattle,AMER,NAMER,Allianz,Finance,Strategic,ContactMatcher,19.936,4,0.2,7.2268,6.2299999999999995,2023,12
1058,AMER-2023-167150,2023-12-11,Trevor Clark,United States,Seattle,AMER,NAMER,Allianz,Finance,Strategic,ContactMatcher,65.568,2,0.2,22.9488,40.98,2023,12
1059,EMEA-2022-105284,2022-11-25,Zoe Lyman,France,Paris,EMEA,EU-WEST,UnitedHealth Group,Healthcare,Enterprise,Storage,4.416,3,0.2,1.6008,1.84,2022,11
1060,APJ-2021-125374,2021-03-23,Christian Gill,Japan,Tokyo,APJ,JAPN,Cisco Systems,Tech,SMB,FinanceHub,107.772,2,0.3,-29.2524,76.98,2021,3
1061,AMER-2021-161263,2021-04-16,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,Finance,Strategic,OneView,45.216,3,0.2,4.5216,18.84,2021,4
1062,AMER-2021-161263,2021-04-16,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,Finance,Strategic,Storage,10.416,7,0.2,-2.2134,1.8599999999999999,2021,4
1063,AMER-2021-161263,2021-04-16,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,Finance,Strategic,ChatBot Plugin,7.872,3,0.2,1.2792,3.28,2021,4
1064,AMER-2021-161263,2021-04-16,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,Finance,Strategic,Site Analytics,118.782,3,0.4,-27.7158,65.99,2021,4
